No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Tipe Kecelakaan,Penyebab,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
57,BONTANG,2022-04-20,09:30:00,1,0,1,15," Rp3,000,000 ",Berat,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"Jl. Soekarno Hatta, Bontang Lestari, Kec. Bontang Sel., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.1073628,117.4285948,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
58,BONTANG,2022-04-20,00:30:00,0,0,1,3," Rp3,000,000 ",Ringan,Tabrakan saat pindah lajur ke kanan,Manusia,"Jl. Raya Santan Ilir, Kersik, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.066609,117.4808104,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
59,BONTANG,2022-04-22,23:30:00,1,0,0,12," Rp10,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kanan,Manusia,"4FXC+R95, Belimbing, Bontang Barat, Bontang City, East Kalimantan 75313, Indonesia",0.149680086,117.4711264,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
60,BONTANG,2022-04-26,15:30:00,1,0,1,15," Rp2,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"KM.24, Santan Ulu, Marang Kayu, Kutai Kartanegara Regency, East Kalimantan 75385, Indonesia",0.01031097,117.3619875,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
61,BONTANG,2022-04-26,20:00:00,2,0,1,27," Rp15,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"MCC7+HWX, Jl. Muara Badak - Samarinda, Gas Alam Badak I, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.328426764,117.4147713,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),O (Bundaran),Terang / Jelas,Cerah
62,BONTANG,2022-05-05,20:45:00,1,0,0,12," Rp3,500,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl. Bontang - Samarinda, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.003658649,117.3642318,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
63,BONTANG,2022-05-24,23:30:00,1,0,0,12,,Berat,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"4FPF+823, Jl. Bhayangkara, Gn. Elai, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75325, Indonesia",0.135857958,117.472438,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
64,BONTANG,2022-05-26,09:20:00,1,0,0,12," Rp1,500,000 ",Berat,Tabrakan saat kendaraan A melakukan gerakan mundur / lawan arah,Manusia,"Jl. Poros Samarinda - Bontang, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.016102259,117.3605292,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Hujan/ Grimis
65,BONTANG,2022-05-31,15:30:00,0,0,2,6," Rp50,000,000 ",Ringan,Tabrakan depan - depan,Manusia,"Jl. Poros Samarinda - Bontang, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.031232091,117.3612964,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
66,BONTANG,2022-07-14,02:30:00,1,1,0,15," Rp3,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"5F2C+53J, Jl. Cipto Mangunkusumo, Belimbing, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75321, Indonesia",0.151019141,117.4699044,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Gelap / Sulit Terlihat,Cerah
67,BONTANG,2022-07-14,05:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"5F29+QH9, Belimbing, Kec. Bontang Bar., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.152754859,117.4690391,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Gelap / Sulit Terlihat,Cerah
68,BONTANG,2022-07-22,23:05:00,0,0,3,9," Rp6,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl. MT. Haryono No.3, Gn. Elai, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75325, Indonesia",0.136177908,117.4882728,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
69,BONTANG,2022-08-18,22:15:00,0,0,3,9," Rp8,000,000 ",Ringan,Tabrakan saat belok ke sisi kanan jalan,Manusia,"4FFQ+WH9, Jl. Ir. H. Juanda, Tj. Laut, Kec. Bontang Sel., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.124739142,117.4889684,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
70,BONTANG,2022-08-05,21:00:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"Jl. Ahmad Yani, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75325, Indonesia",0.015819553,117.3609702,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
71,BONTANG,2022-08-23,00:45:00,0,1,0,3," Rp10,000,000 ",Sedang,Tabrakan depan - belakang,Manusia,"5F29+QH9, Belimbing, Bontang Barat, Bontang City, East Kalimantan 75321, Indonesia",0.151364474,117.4696852,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
72,BONTANG,2022-08-20,20:00:00,0,1,0,3," Rp3,000,000 ",Sedang,Tabrakan saat pindah lajur ke kanan,Manusia,"4FJQ+WM8, Api-Api, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75313, Indonesia",0.13235907,117.4892851,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
73,BONTANG,2022-09-05,10:00:00,1,0,0,12," Rp10,000,000 ",Berat,"Di ruas jalan, pejalan kaki berdiri ragu-ragu di tengah jalan",Manusia,"Q7XJ+M4, Perangkat Baru, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.20105428,117.2808306,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Terang / Jelas,Berawan/ Mendung
74,BONTANG,2022-09-08,14:30:00,0,2,0,6," Rp1,000,000 ",Sedang,Tabrakan saat menyalip,Manusia,"V86P+R6W, Jl. Ahmad Yani, Perangat Sel., Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.138320159,117.3343547,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
75,BONTANG,2022-09-12,23:15:00,1,0,0,12," Rp10,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,"4FPF+8F7, Gn. Elai, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75325, Indonesia",0.135943833,117.4738171,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
76,BONTANG,2022-09-19,13:00:00,0,0,2,6," Rp1,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"Jl. Ahmad Yani, Badak Mekar, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75572, Indonesia",-0.289145379,117.2519186,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
77,BONTANG,2022-09-20,07:00:00,1,0,0,12," Rp500,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Ahmad Yani, Suka Damai, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75572, Indonesia",-0.273218949,117.2543477,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
78,BONTANG,2022-10-02,13:30:00,0,2,0,6," Rp15,000,000 ",Sedang,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,"Jl. Ahmad Yani, Perangat Sel., Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.171651,117.3235875,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
79,BONTANG,2022-10-16,01:30:00,0,1,0,3," Rp13,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"4FMW+4PW, Api-Api, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75313, Indonesia",0.132979665,117.4969042,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
80,BONTANG,2022-10-29,21:00:00,2,0,0,24," Rp10,500,000 ",Berat,Tabrakan saat belok ke sisi kanan jalan,Manusia,"MCF4+2M8, Jl. Muara Badak - Samarinda, Gas Alam Badak I, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.327783569,117.4072544,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
81,BONTANG,2022-11-01,09:30:00,1,1,0,15," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"VCXM+8Q Sebuntal, Kutai Kartanegara Regency, East Kalimantan, Indonesia",-0.101714343,117.4343998,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
82,BONTANG,2022-11-05,19:00:00,1,0,0,12," Rp200,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"V83P+PJ2, Jl. Poros Samarinda - Bontang, Perangat Sel., Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.145813866,117.3364015,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Gelap / Sulit Terlihat,Cerah
83,BONTANG,2022-11-13,09:45:00,1,0,2,18," Rp600,000 ",Berat,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,"5F9M+3FJ, Lok Tuan, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75321, Indonesia",0.167664528,117.4835029,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
84,BONTANG,2022-11-14,16:30:00,0,1,0,3," Rp2,000,000 ",Sedang,Tabrakan saat menyalip dari kanan,Manusia,"Jl. Muara Badak - Samarinda, Batu-Batu, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.326652548,117.3620737,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,
85,BONTANG,2022-11-18,06:35:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan saat gerakan putar balik,Manusia,"5F2C+53J, Jl. Cipto Mangunkusumo, Belimbing, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75321, Indonesia",0.151056692,117.4698753,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
86,BONTANG,2022-12-06,08:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - depan,Manusia,"km 24 RT 17 dusun wira 3 desa, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",0.00415932,117.3542278,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
87,BONTANG,2022-12-27,14:00:00,1,0,1,15," Rp5,000,000 ",Berat,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kiri",Manusia,"W9PH+CF, Semangko, Marang Kayu, Kutai Kartanegara Regency, East Kalimantan, Indonesia",-0.064178496,117.3780846,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),T (Simpang Tiga),Terang / Jelas,Cerah
88,BONTANG,2022-12-27,13:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"PCHF+V5F, Tanjung Limau, Muara Badak, Kutai Kartanegara Regency, East Kalimantan 75382, Indonesia",-0.270997153,117.4230177,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
89,BONTANG,2023-01-06,13:30:00,0,0,1,3," Rp2,000,000 ",Ringan,Tabrakan saat menyalip,Manusia,"VCGH+8C5, Sebuntal, Marang Kayu, Kutai Kartanegara Regency, East Kalimantan, Indonesia",-0.123129034,117.4292363,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
90,BONTANG,2023-01-09,19:30:00,1,1,0,15," Rp5,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jalan Bontang - Samarinda Km 81, Makarti, Marang Kayu, Makarti, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.095777396,117.3554462,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
91,BONTANG,2023-02-22,06:55:00,0,1,0,3," Rp1,000,000 ",Sedang,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kanan",Manusia,JL. SAKURA KEL. BELIMBING KEC. BONTANG BARAT KOTA BONTANG,0.146347419,117.4659321,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
92,BONTANG,2023-02-25,21:50:00,0,1,0,3," Rp25,000,000 ",Sedang,Tabrakan saat menyalip,Manusia,JL. POROS MUARA BADAK - SAMARINDA DESA BATU-BATU KEC. MUARA BADAK KAB. KUKAR,-0.332984432,117.3825643,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
93,BONTANG,2023-03-06,23:55:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL. RE MARTADINATA di depan warung Nasi goreng Lamongan Kel. Loktuan Kec. Bontang Utara Kota Bontang,0.167372506,117.4837715,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
94,BONTANG,2023-03-11,17:30:00,1,0,1,15," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,JL. POROS MUARA BADAK - SAMARINDA DESA TANAH DATAR TEPATNYA DIDEKAT SDN 018 KEC. MUARA BADAK KAB. KUKAR,-0.319309411,117.2906823,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
95,BONTANG,2023-04-08,01:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"JL POROS BONTANG - SAMARINDA KM. 66, RT -, RW -, TITIK KOORDINAT -",-0.187206237,117.3234404,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
96,BONTANG,2023-04-13,13:30:00,0,1,1,6," Rp2,000,000 ",Sedang,Tabrakan depan - belakang,Manusia,"JL BHAYANGKARA , RT 00, RW 00, TITIK KOORDINAT 0,134413,117.475838",0.134598373,117.4756642,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
97,BONTANG,2023-04-13,20:00:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL POROS SAMARINDA BONTANG KM. 46, RT 03, RW -, TITIK KOORDINAT -",-0.295369699,117.2580451,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
98,BONTANG,2023-04-21,03:00:00,1,0,1,15," Rp30,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL SAMARINDA-BONTANG KM. 47, RT -, RW -, TITIK KOORDINAT -",-0.277968415,117.253758,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
99,BONTANG,2023-05-01,10:45:00,1,0,2,18," Rp1,000,000 ",Berat,Tabrak belakang kendaraan depan yang belok kanan,Manusia,"JL POROS SAMARINDA - MUARA BADAK, RT 17, RW -, TITIK KOORDINAT -",-0.332994155,117.3828725,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
100,BONTANG,2023-05-13,16:00:00,1,0,1,15," Rp35,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"JL LETJEN S.PARMAN, RT -, RW -, TITIK KOORDINAT 0.1399525",0.140471724,117.4525009,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
101,BONTANG,2023-05-21,15:00:00,0,0,1,3," Rp3,000,000 ",Ringan,Tabrakan saat menyalip,Manusia,"JL KEMAKMURAN, RT -, RW -, TITIK KOORDINAT 0.127492,117.481852",0.127096925,117.4820475,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
102,BONTANG,2023-05-22,15:00:00,0,1,0,3," Rp20,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"JL POROS BONTANG-SAMARINDA KM 22 , RT -, RW -, TITIK KOORDINAT 0.026827,117.355402",0.025496962,117.355993,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Terang / Jelas
103,BONTANG,2023-05-25,12:30:00,1,0,0,12," Rp300,000 ",Berat,"Di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan",Manusia,"JL POROS MARANG KAYU - BONTANG, RT 03, RW -, TITIK KOORDINAT -0.058011",-0.058191301,117.4873904,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
104,BONTANG,2023-06-08,09:00:00,1,0,0,12," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL POROS SAMARINDA - BONTANG KM. 43-, RT -, RW -, TITIK KOORDINAT -0.298073,117.275972",-0.29846325,117.2755036,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
105,BONTANG,2023-06-09,22:30:00,0,1,0,3," Rp20,000,000 ",Sedang,Tabrakan depan - belakang,Manusia,"JL POROS BONTANG - SAMARINDA KM. 25, RT -, RW -, TITIK KOORDINAT -0.001082,117.365165",-0.006050509,117.3630536,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
106,BONTANG,2023-06-11,08:00:00,0,1,0,3," Rp300,000 ",Sedang,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"JL POROS MUARA BADAK-SAMARINDA, RT -, RW -, TITIK KOORDINAT -0.328983,117.390291",-0.329578084,117.3898764,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
107,BONTANG,2023-06-12,09:30:00,0,1,3,12," Rp40,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"JL POROS SAMARINDA - BONTANG TEPATNYA DI DEPAN BENKEL SEGAP KM. 62, RT -, RW -, TITIK KOORDINAT 0'12'05.3",-0.201466119,117.3067101,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
108,BONTANG,2023-06-18,20:30:00,0,0,1,3," Rp80,000,000 ",Ringan,Tabrakan dengan kendaraan parkir di kiri,Manusia,"JL POROS BONTANG-SAMARINDA KM. 36, RT 21, RW -, TITIK KOORDINAT -0.084868,117.368806",-0.084189933,117.3685827,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
109,BONTANG,2023-07-04,15:00:00,0,0,1,3," Rp500,000 ",Ringan,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,"JL HM ARDANS, RT 24, RW -, TITIK KOORDINAT -",0.127759429,117.477999,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
110,BONTANG,2023-07-06,09:00:00,0,1,1,6," Rp1,000,000 ",Sedang,Tabrakan saat gerakan putar balik,Manusia,"JL MT HARYONO, RT -, RW -, TITIK KOORDINAT -",0.137258782,117.4855223,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
111,BONTANG,2023-07-07,01:30:00,1,1,6,33," Rp10,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,"JL S PARMAN TEPATNYA DI DEPAN WARUNG MAS GUNTUR, RT -, RW -, TITIK KOORDINAT 0.139834,117.458046",0.139872587,117.457623,Jalan Nasional,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
112,BONTANG,2023-07-14,10:00:00,0,1,1,6," Rp3,000,000 ",Sedang,Tabrakan saat menyalip,Manusia,"JL COKROAMINOTO BADAK 8 , RT -, RW -, TITIK KOORDINAT -",-0.329173077,117.4378779,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
113,BONTANG,2023-07-15,13:15:00,0,0,2,6," Rp1,000,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"JL SOEKARNO HATTA, RT 025, RW 000, TITIK KOORDINAT -",0.140087163,117.4492625,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
